,prompt,response
48,"Considering math constraints and units, using English language, Create a math word problem starting with Mary is baking a cake . The ","Considering math constraints and units, using English language, Create a math word problem starting with Mary is baking a cake . The  definition can be found on  google,  but the challenge may not be obvious. When making this math language a few facts can be helpful. First if this word can be found in English, it is easy as pie. Second, if it starts with Mary, It's almost impossible to use Mary as a substitute for words like ""big"", ""full"" or ""pretty"". The same can apply to Mary as it can be used to substitute words for math. The definition starts with Mary as that word for which it is written (because they are already a part of English) and then adds a vowel. The second part of this word can be found by working out the letters needed to make the word as follows. Here are some examples for English phrases starting with Mary. The key is that it always starts with a vowel rather than adding one, and for those"
49,"Considering math constraints and units, using English language, Create a math word problem starting with A piggy bank contains $ 19.75 ","Considering math constraints and units, using English language, Create a math word problem starting with A piggy bank contains $ 19.75 ____________ 1.4 piggy bank ____________________ 2.7 dollar bank ____________________


You can do this for the whole block for free with one command.


This has helped many people as well and not all languages will run this. Let me know:). Thank You!


And that's all!"
50,"Considering math constraints and units, using English language, Create a math word problem starting with Sally had 13 peaches at her roadside fruit ","Considering math constraints and units, using English language, Create a math word problem starting with Sally had 13 peaches at her roadside fruit  on Tuesday, February 29.  I can only imagine what she went through to create it. The problem also allows you to design, scale, and test your projects with math. Each phase lasts up to 10 minutes for 10 minute scenarios.  I used the below image as the test phase as a reference.  (Click the image for a bigger version.)  Click here to download your free copy of this free printable PDF from Createsoft.
The Problem I created this test problem via the following software:   Math Pro   Excel   iWork  and Google Sheets.  Download it here and open the Excel sheet in iWork and fill in the text ""test"" in the left column (to find the start date). Then, paste this text into my project file using the new ""Add to File"" button in Word"
51,"Considering math constraints and units, using English language, Create a math word problem starting with There are 10 cages ","Considering math constraints and units, using English language, Create a math word problem starting with There are 10 cages  6 bars  1 cat  4 dogs  2 cats  2 dogs  2 dogs  2 cats  2 cats  2 dogs  2 dogs  2 dogs  2 cats  2 dogs  2 dogs  2 cats  2 dogs  2 dogs  3 cages  2 cats  2 dogs  2 cats  1 cat  2 dogs  4 dogs  2 cats  1 cat  3 dogs  3 cats  1 cat  2"
52,"Considering math constraints and units, using English language, Create a math word problem starting with Sehan and Charith own a factory. ","Considering math constraints and units, using English language, Create a math word problem starting with Sehan and Charith own a factory.  This factory creates a word with the following requirements:  for each possible size of cube that he could make, you can create a new cube that fits that size of cube into his factory.  Create a word that can equal the value of that cube in their word calculator.  The words can never start with 1, so ""I can make a cube with 1,000 points and a size 1"" is going to work.  The word can never match in length, so creating a word of length 13 is just going to fail.  The word would always end up being too long.  This is simply the nature of math.
It's up to us to discover why math problems fail, so we can move past our confusion about what they mean for this blog and explore what we really need to achieve, our goal"
53,"Considering math constraints and units, using English language, Create a math word problem starting with Joe and Ann have 11 oranges ","Considering math constraints and units, using English language, Create a math word problem starting with Joe and Ann have 11 oranges  (two things that could be three separate items) and add the three items together into a single whole, that could mean the three combined orange's would be 12 oranges.
One of the biggest challenges for students making math problems is creating the right math sense in terms that aren't simply memorization. Students need to use what they're familiar with not how they'd be taught in a classroom. Make use of the information as new, while incorporating the context within that context. You can create a new vocabulary and name each term based on the context in your study. Once students do this, you can easily introduce it into the lesson using new terms at the beginning of each lesson.
Now it's time to start implementing these ideas. It's a process of finding the concepts that you like best, teaching that concept to students the most in a word problem. It can be"
54,"Considering math constraints and units, using English language, Create a math word problem starting with Ranil is 10 years ","Considering math constraints and units, using English language, Create a math word problem starting with Ranil is 10 years  away! Try your best to complete it in 90 minutes. Once created, do the math task of the desired form and then make a list of the numbers you need to add. Do a quick math check to check your calculation for completeness, to check the correct results. When ready, save your file.  Use a computer spreadsheet, including a line chart of every possible step: Write a new formula for your result, start with the base and work your way up. Keep adding, trying to achieve the same result. If you need to be more precise, see the formula by itself.  Create your own math word problems based on the result of the problem.  Add your own equations and figures, see how well they hold up in the context of the problem.
 Include your own names with your results in your file.
 Write the word test"
55,"Considering math constraints and units, using English language, Create a math word problem starting with Jason has 44 blue and 16 ","Considering math constraints and units, using English language, Create a math word problem starting with Jason has 44 blue and 16 vernacular words and asking 10 different players to find these words in English. The total size of the words used for this game is 15. The English word used is ""sphere"", the color code used to identify the player is orange. Note that the word ""sphere"" represents energy, the orange symbol means that energy (energy with zero mass) is associated with the same color of energy as the orange color of the sphere. The word ""sphere"" is also related to the cube, a spherical object, and the player is prompted for the name for the player in English. The player is given a cube, 2 feet, so that they could represent the player in English when creating the game. The goal of the game is to bring all of the blue space symbols together so they can create a sphere and then multiply them. The only rule to be followed is that"
56,"Considering math constraints and units, using English language, Create a math word problem starting with Sam had 9 accounts in his ","Considering math constraints and units, using English language, Create a math word problem starting with Sam had 9 accounts in his ____. This was too many to choose which was going to be the most interesting to create for this question:"
57,"Considering math constraints and units, using English language, Create a math word problem starting with Dan picked 9 grapes ","Considering math constraints and units, using English language, Create a math word problem starting with Dan picked 9 grapes  (using two words in the context of a wine-grape dictionary).
Dan used the language of English to formulate the problem:
We can be thinking of numbers that form quadrosphere and number of letters (I =  (n + 1)) etc. but this word problem, for me, is a lot simpler:  a rectangle (with 6 vertices, with the same number of sides, with only one edge in between)  that has only one vertex (no corners) that's made of a rectangle, divided into 16 vertices. Now we can define what this rectangle has in common with something made by a human... A triangle and all its sides. Then, using the same definition that Dan gave for numbers (in English), we can create a triangle that's made of two triangles, and it has the same number of corners as"
58,"Considering math constraints and units, using English language, Create a math word problem starting with Joan found 6 seashells and ","Considering math constraints and units, using English language, Create a math word problem starting with Joan found 6 seashells and  starting with 4 seashells and 4 shells and ending with 3 shells, starting again with  Joan found 12 hearts and the original number is 12 and ending with 13 and ending with 14, using your answer to find  24. The numbers are 1 to 3, 4 to 6, 6 to 9, 10 to 13, and 14 to 24.
Step 7. Write a math word problem (and then write another math word problem in your language). For algebra, write algebra algebra in both languages and for prime number generation, write prime number generation prime number generation in both languages. Use both the English and math vocabulary to solve the problem. If you write an English problem, you won't necessarily get the same answer in both languages.
Step 8. For algebra, answer the problem using the English sentence.
Step 9. For prime number generation"
59,"Considering math constraints and units, using English language, Create a math word problem starting with Jose starts with 7 bottle ","Considering math constraints and units, using English language, Create a math word problem starting with Jose starts with 7 bottle  and makes it possible. And we now have the following solution that needs to be used in other languages!
Create a math word solution
Now take a look at the solution of this problem created by Diego Lopez from LaLuva.com The first part of this answer is the same. The following has been adapted from:
http://daldewd.blogspot.com/2011/03/calculus-words.html
What's the problem?
Now it's time to make a word-based math solution: This time i'm going to use the formula:
= 9 - (7 + 1) * (5 + 1) - 9 = 10 
The problem starts like this:
9 + 1 - 2 - 1 2 - (2 - 1) 3 + 2 - 1 2 - 9 + 1 9 + 1 - 2 7"
60,"Considering math constraints and units, using English language, Create a math word problem starting with You have 7 balloons, and ","Considering math constraints and units, using English language, Create a math word problem starting with You have 7 balloons, and  your friend is  looking at the balloon that gives you 1% chance of escaping  and you know that  the two  weights  are  0.5 and 0.75. Say the weight of  the balloon  is 5 g and the weight of the friend is  2 g. Since your friend is an English speaker, the answer is 2. Therefore it shows 2  bouquets -  there is only one way to get to the next floor and your friend is looking at the only one and thus is looking at  only one.
3)  How could you say  you see the balloon to your friend but it does not show up?  Suppose you are making up a rule out of thin air and you know you are going to be making the balloon up"
61,"Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 20 years ","Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 20 years  until the end of 2014. Let's say your teacher's English is weak. You don't have a great English language and when it comes to using words like words or a sentence, it won't work out. And here's where you get to use the math problem to try to translate the math problem. Let's say there are 10 words which means each word takes 24 of the 24 possible words to read it and there's no way you can do it in 18 minutes. You are stuck with 6 words and the teacher's English doesn't work out, your English gets worse. On the other hand to get to the number of words you need to write a sentence there's 3 words or a sentence, it's like with a word you can make a whole problem on which you could have used English to translate. Now what I've done is for each letter there's 6"
62,"Considering math constraints and units, using English language, Create a math word problem starting with There are 200 heads on a ","Considering math constraints and units, using English language, Create a math word problem starting with There are 200 heads on a _________

Click to Enlarge

Here's an English version of this task:

Create a math question starting with Which is a _____ and is two ____________?

Click to Enlarge

More info on how to use this task can be found here. If you would like to learn how to write your own math question (using this task), use the following link to download our free, interactive online book about creating mathematical problem-solving questions, The Math Book to Begin. Once you have downloaded the document, click the links below to take you to the PDF you can print for your own practice!

Questions about:

How to write math-based problem-solving questions for kids and adults

How to do problems by hand with an iPad

Tips and tricks for writing questions in math and science
"
63,"Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 books ","Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 books __________________The second version, using German language only, is called Bill + 1. The problem is for two integers x = 2, y = 2, and z = 3. If x = 3, then z = 3 can't be 2, but 1. If z =3, then 1 cannot be 8, but 2. But if y = and z =, then 8 can't be and 1 can be y= and 1=.""

Math-Based Games"
64,"Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 marbles ","Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 marbles  but you don't want to finish the word because there's no way there are 9 marbles in a row  is the simplest answer, and what you also might not know is that this is the first proof you're likely to use for your proof—you'll also need some other units, a graph (you use this to illustrate your proof) or something equally useful.  This kind of unit gives you something useful to work with later and gives you a good starting point. Use the graph to write a graph of marbles  That's when you'll want to think about ""Why can't we write marbles in the form of numbers?""  I've always loved graphs, but you actually need to think about the basic principles of graph theory first before you try to start painting pictures in your head of marbles. Think about the way that the graph"
65,"Considering math constraints and units, using English language, Create a math word problem starting with How many liter of pure hydrochloric acid must ","Considering math constraints and units, using English language, Create a math word problem starting with How many liter of pure hydrochloric acid must ____ gallons, using English language.

The result is pretty clear: more hydrochloric acid means more acid = more acid = more hydrochloric acid = more acid = more hydrogen = hydrogen = _____ units = _____ units = _____ units = _____ units, which is enough to make a ton of hydrogen!

There's a couple of things that we should note that may cause confusion: 1) For example, consider that the number of units in units of ____ can easily be as high as a human. The solution to this dilemma requires solving the _____ problem, which requires adding a lot of units (as we saw in the ""How many liter of hydrogen must ____ gallons be?"" section). 2) The problem of adding units is actually quite easy when you combine two numbers: the basic units in which you"
66,"Considering math constraints and units, using English language, Create a math word problem starting with Linda has 34 candies. ","Considering math constraints and units, using English language, Create a math word problem starting with Linda has 34 candies.  With this word problem, it is shown that you can easily create math word problems using English language.  You can easily construct common math words, and get the correct answers as well.  If you want to apply this to English language, please take a look at my English and math post. This video makes it clear that the problem needs to involve an infinite series of letters, and the word ""linda"" would involve multiple letters.  You need a word, a complex number, and a sum. For math problems I recommend using  the RANS Math Calculator  this is one of my favorites.  At first glance, the math word ""t"" sounds easy enough. However, you'll actually need to make several complicated calculations for the ""t"" to match Linda. When you start to make the math word mathematically, you'll"
67,"Considering math constraints and units, using English language, Create a math word problem starting with The car has 13 ","Considering math constraints and units, using English language, Create a math word problem starting with The car has 13  cups. Divide them equally by 13. I'm not a math literate person, but I understand this."
68,"Considering math constraints and units, using English language, Create a math word problem starting with Greg and Sharon own neighboring cornfields. Greg ","Considering math constraints and units, using English language, Create a math word problem starting with Greg and Sharon own neighboring cornfields. Greg  has the number to the left in the blue box and Sharon has to figure out what number is in the yellow box. When you finish creating the word, click  Update. The Update dialog box will appear to the right. Enter the new number you want added to the box by selecting Update in the dialog.
Click OK to save the changes. You can now start working on the next steps of the exercise.
Calculating ""The Distance Between Two Corn Fields"" If both fields share the same numbers, then this exercise needs no math problems. Since the fields need one digit to represent the number, then we need to get it to work as a unit or measure unit. Enter the two fields in the green box and click Update. The Update dialog box will appear to the right. Enter the two numbers (Greg and Sharon's numbers), choose an"
69,"Considering math constraints and units, using English language, Create a math word problem starting with Shan is 18 years ","Considering math constraints and units, using English language, Create a math word problem starting with Shan is 18 years  ago.  In English, it is  a problem given Chinese characters from  Xao Yi (1692).  In Shan culture, it is a problem with the Chinese characters as starting characters.  A simple translation is that an adult needs to understand about 60 million years of Chinese history.  In simplified Chinese, Shan is written as the  noun of a Chinese word ""shan"", which is the first character in Chinese, or 流大.  So, Shan, can be translated as 破絕 in  English  which means that there were many famous characters, but these were very rare characters in Shan and so not as rare as in Chinese.  This is a common  problem of modern Shan-Chinese students.  Shan  does not give English students any rules"
70,"Considering math constraints and units, using English language, Create a math word problem starting with you want to mix a 30 % solution ","Considering math constraints and units, using English language, Create a math word problem starting with you want to mix a 30 % solution  and your computer keyboard's answer  (with english words) 
You have done  some math with math, are you ready to choose the most efficient way of getting the results of your computation, if you answer the question,  do you want to choose different  number of words? How many languages (or sets of words) are in English?  Then the answer  will depend on the problem you want to solve!
Next question, how many letters per word in an English word, is it better than a number, or just another way of saying words? This is just how long a number is  or just something a number is? Then ask the question :  If  and (I am) and (I am)
In english numbers are written only one after the end of a word, but"
71,"Considering math constraints and units, using English language, Create a math word problem starting with Mike and Sandi put 12 dimes ","Considering math constraints and units, using English language, Create a math word problem starting with Mike and Sandi put 12 dimes !! It got a lot harder.
I really love this project, the best part (with all the math on the side) was getting it working with code!! To find its use, you use a tool like this one, which takes a random list of letters and takes them as the matrix. All numbers from 1 to 17 are combined into random letters to do this as ""letters"" from 0 to 111. Then there are 13 numbers from 0 to 1, 17 numbers from 0 to 11, and letters from 0 to 7. There is also a math word for each of the combinations of these 12 numbers. Since the matrix already contains so many random numbers (and letters), I can easily add it up to get the total number to fill the matrix.
 And the result is just over 4 billion! The problem has been worked on for a while, and"
72,"Considering math constraints and units, using English language, Create a math word problem starting with There are 11 parrots ","Considering math constraints and units, using English language, Create a math word problem starting with There are 11 parrots  and they would all be at 100% happiness and if you gave each of them two thousand dollars they would each get one hundred dollars worth of things each. With these numbers you can estimate what a typical money making scenario would be that could be used to fund the project (I'm thinking it's a very simple scenario that uses math and money but you could tweak it just to have a more realistic setup if you choose). Then put a question mark in front of each number and ask the animals if they would like to take some money. Then write a few hundred words on a piece of paper and leave it for the animals to write down for them. If the animals don't write down words for you or write them back instead, then don't be too mad. There is only so many options they are likely to come up with. To simplify things, I'm putting down a"
73,"Considering math constraints and units, using English language, Create a math word problem starting with Amal and Vimal running a car ","Considering math constraints and units, using English language, Create a math word problem starting with Amal and Vimal running a car    1.  1. 3. 3. 1. a 3 a. a 3 a.  
1. 1. 3. 4. 4. 1. 3 3  1.  4. 5. 5. 4. I 4 I 4 
I 6 9 12 18 22 25 28 31 50 63 70 85  
We begin with the Amal's calculator
The first term, Amal, is used in every mathematical problem, but also for English language words. The correct name for it is  Amal - calculator
Amal takes two and divides them, and takes in the result.
I'm not sure whether this word means either of them,"
74,"Considering math constraints and units, using English language, Create a math word problem starting with Amal bought 12 tickets ","Considering math constraints and units, using English language, Create a math word problem starting with Amal bought 12 tickets  from S.G.M. and I could not solve it, that's in fact due to using numbers.
How many tickets I need to win? It's 6 and it's 1,7 and so amal  needs 16 tickets  in order to win the game."
75,"Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used ","Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used いい and め! then changed the characters for an English language word problem. The following problem is a translation of the English translation.

Problem:

Name the letters of a string

Start using letters as their base and change them for letters that are in another language


Solution:

Translation of the problem (not hard to solve):


In English, the base letters (which is the actual base type of your language and is only determined by letters being in your language) and the numbers are all written the same way. So the difficulty depends on the difficulty of that base type and not on the English letters.

Let us see if the english letters (they don't have any characters in different ways) have any chance of being easier than the other letters

Solution:

That means to compare English letters we will"
76,"Considering math constraints and units, using English language, Create a math word problem starting with Eight years ago , Hold was 7 times older ","Considering math constraints and units, using English language, Create a math word problem starting with Eight years ago , Hold was 7 times older  than her mother. When her grandfather died, she had to take over maintaining an armory and collecting weapons. She knew that she would end up with this armory and weapons of all kinds, but no one seemed to have a chance to show her the way. She finally came across in England, at a pub called the 'Pawn'.  She knew that she had to come back to be with her mother. By the summer of 2003, her mother called her to visit her mother in London. In London, while preparing for the fight against the terrorists.  She was going to live in a two roomed compound with her mother who was in love her. But  when her mother asked her, who was in love. What happened, she replied with her mother was something very surprising.  It is  unf"
77,"Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used ","Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used iku to figure out the problem.

And now we're going to be working with math constraints and units. In order to show you how using words, we're going to implement a word function that takes in an English word, and produces numbers between 0 and the length of the word, that's also translated into Japanese

For example, if this word word is 半(u):

The Japanese equivalent can be

And now, once we've implemented the word function, we can add the math constraint and the units into the language model.

First import Dina, and then create a number of math units in order to simulate the different math constraints. This will allow us to use a number of math constraints and units. In this example we'll use the kana for the word.

The math constraints and units that"
78,"Considering math constraints and units, using English language, Create a math word problem starting with Teresa jogs at 5 ","Considering math constraints and units, using English language, Create a math word problem starting with Teresa jogs at 5 ____/___.
In the word of the Word:
1) In the word of the Word: * What do the 5 stars in the word of the Word mean? 2) In the word of the Word: how do star 5 represent the number 20? I think it means I need to move 5 units, but who knows? (I just looked up the correct answer and found that it means a 1/1 unit of change but I have no clue why) 3) In the word of the Word: 3 units (e1, e2); e1 is the 5*4*5 equation to move from the center of the cube to the edge of the cube. There is 3 of them. There is a 4th unit of change to move up a cube. Why aren't they listed? 4) In the word of the Word: if you want"
79,"Considering math constraints and units, using English language, Create a math word problem starting with vimaala and Nimala collected 40 ","Considering math constraints and units, using English language, Create a math word problem starting with vimaala and Nimala collected 40 Â¿?

Using the English language, Create two problem word creation solutions starting with two-digit and six-digit numbers.

Using English language, Create a math word creation problem starting with decimal point and real number collected 4,1,13,1,1,3,16 and 18,11,0 and 17,36 Â?

Using the English language, Create two math word problem solutions starting with integers from zero up Â?

Using English language, Create two math word creation problem solutions starting with integers from two to n such that n is not larger than a given unit (one value)?

Using English language, Create one math word solution to the math problem created with equation 2 starting with vimesa and Novalis collection 6,17 and 7,12 Â?

Using the"
80,"Considering math constraints and units, using English language, Create a math word problem starting with Daniel picked 100 limes ","Considering math constraints and units, using English language, Create a math word problem starting with Daniel picked 100 limes  and 1 k of n's.
It takes about 925 hours to accomplish with this problem. I'd have been much longer if not for the fact that I'd have had to play through only 20 or so of the puzzles but as it was the goal not the difficulty I've chosen to start as early as possible and to do the math on it before I had the opportunity to play through the full puzzle.
As always, let's keep working..."
81,"Considering math constraints and units, using English language, Create a math word problem starting with If I buy 80 ","Considering math constraints and units, using English language, Create a math word problem starting with If I buy 80 ____________, I'll get 10,000,000 _____, and writing this down won't be easy. But let's break it down: 1,000,000 equals a unit of 10. (10 x 7) = 1,000,000. In English this means that I would earn $ ____________. (Now how do you think humans calculate these numbers?) So here you are, trying to calculate the number of ____________ I am spending on coffee, ____________ at Starbucks, etc. How will this apply to English? Well, if we use English language, how come we cannot write 100,000 English words? Well, remember, we are using English language. Now how does this apply to math, using math language? Well, imagine a problem if we want to find the circumference of a circle? Say it's 3 x 3 x 3 1"
82,"Considering math constraints and units, using English language, Create a math word problem starting with Evelyn starts with 63 bottle ","Considering math constraints and units, using English language, Create a math word problem starting with Evelyn starts with 63 bottle _____."
83,"Considering math constraints and units, using English language, Create a math word problem starting with 6522 liters of oil, minus 5165 liters of ","Considering math constraints and units, using English language, Create a math word problem starting with 6522 liters of oil, minus 5165 liters of  gasoline: 1.64 m3 of oil = 3.22 lbs of gas = 20.5 lbs of oil = 0.69 m3 of gasoline = 6.72 lbs of gas = 2.56 lbs of oil = 1.6 tons of oil = 5.36 tons of oil = 11.4 tons of oil = 2 tons of oil = 12 tons of oil
5.5 grams to use in a chemical reaction for anhydrous ammonia to form ammonia, and also, multiply to use for other purposes
4.56 grams to use in the production of methane
The  3 x  6.72 tons of oil will be roughly 1,400.00 pounds of oil. Here is why: 3.0  t o/l"
84,"Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used ","Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used _____. The words were different. _____ and _____ got the cookies. _____ was the first to eat them. _____ didn't eat any cookies, either, but she ate all of them in one go and did a total of seven cookies. The math problem seemed difficult. The cookies and the word were almost identical, which made Dina the only one to succeed in learning multiplication and conjugation: _______ _______ _______ ( ____ ) _______ _____ ( _____ ). The only variation was the way she ate the cookies.

Dina would later become the first human to learn math.

When the French mathematician Claude Berteau asked to write down his name, a family member suggested that a ""tune"" be given. Berteau used the French word for tune and had learned it from the English word"
85,"Considering math constraints and units, using English language, Create a math word problem starting with The school cafeteria had 38 apples. If ","Considering math constraints and units, using English language, Create a math word problem starting with The school cafeteria had 38 apples. If  you had to choose one, which you liked better,  how many would you choose? (What are the odds that each one would be as  long as the last one?   Let's find out…) The answers:  I like the ones that only have 32 apples in between…  How do you solve This?  Well we should not forget that there are numbers, too. Like 2, 3x, 4 … (1, 2, 3…)  We will also be using terms like the, and, so we need to break our numbers with words.  And we will do this, creating this  problem that has words that are like ""I love them."" I'll start by using the phrase ""I love them.""  As we are saying, do not like things, and you are"
86,"Considering math constraints and units, using English language, Create a math word problem starting with Maria had 14 bottles of water ","Considering math constraints and units, using English language, Create a math word problem starting with Maria had 14 bottles of water ive had in the house for over 10 years.


This is a perfect time for me to share it with you because once you do this, you will see how the system works and that's what makes this project cool


Ok.. Here it is..

The above picture is something I had in a bottle of wine. The math behind it is as follows

10 litres of water = 14/4 = 4.33 litres of water...


We are creating a Word Problem which is 2x2 with 9 letters/words of english and you can check it out here.


You will notice that you need to copy and paste from my recipe and change up the language. I use a bunch of stuff to make this work


It is time to create the english version of the word problem.. I will keep this post updated with updates as"
87,"Considering math constraints and units, using English language, Create a math word problem starting with Betty bought 88 bracelets, each of ","Considering math constraints and units, using English language, Create a math word problem starting with Betty bought 88 bracelets, each of  $1000. 
When Betty bought 88 bracelets, she wanted the bracelets to be of the type  and quantity  to be  $1,000, but she decided to take the less  expensive   $800 and buy $2,500 bracelets instead. 
That's how Betty went from  $878 or $1,000 to  $878 (or $1,000 ) or  $1,400 (or $400 )  plus   $1,450 (or $450 )  plus   $2,500 (or $200 ). 
In other words,  if  you got  $3,000  plus $750, you were $878 ($1,000 plus $7,750 or $2,300), or about 9.33"
88,"Considering math constraints and units, using English language, Create a math word problem starting with Marie starts with 95 ","Considering math constraints and units, using English language, Create a math word problem starting with Marie starts with 95 ~~ 3 1 2 ~~ 6. Marie has a word that is not written in English, but is written here. If the word is wrong then that is bad enough. Now, Marie's name begins with 2 ~~ 3 1 2. How does Marie start making mistakes in math?

In this example, Marie's answer would be wrong. Marie's first mistake can be found here: Marie's name could lead to more mistakes. Next, Marie should consider that it will be difficult to answer correctly. Do we have enough skills to do this? In this example, for each unit of measurement she takes, there is a word with the same unit of measurement.

The only way Marie really becomes confused is by taking her first unit. Marie should only consider that she has lost sight of the value of her words, and will just end up with 'un-' or"
89,"Considering math constraints and units, using English language, Create a math word problem starting with There are 40 people in a ","Considering math constraints and units, using English language, Create a math word problem starting with There are 40 people in a _____ area, and the answer is 5 _____. What a problem. To create a math word problem, select the language and set the difficulty to medium. The first words of the word problem are chosen, and their meanings, if necessary, are selected to create the solution. After the translation is complete, the word problem is displayed with the difficulty setting in the lower left corner."
90,"Considering math constraints and units, using English language, Create a math word problem starting with Ravi has 12 loaves of bread ","Considering math constraints and units, using English language, Create a math word problem starting with Ravi has 12 loaves of bread  from our local grocery store. The Word Problem is simple, but the solutions are tricky. For example, the first two steps are wrong and need help.  Our team has created the next two steps using these math constraints and units. We're starting to see it develop!
I really feel the power of creativity and the ability to keep on learning."
91,"Considering math constraints and units, using English language, Create a math word problem starting with Pasan traveled 0.3 miles ","Considering math constraints and units, using English language, Create a math word problem starting with Pasan traveled 0.3 miles ~~~This will be done twice. ~~~First time will be using English language as you have been taught English language, you will then go through using Korean (you can also use Chinese and Japanese on the same word with English language skills). You should come out on the 4th lap of the river and follow the directions in English language. (After the 4th lap is done) If you can speak Korean you can also start following the directions on the map and using your head. Then you will go left on the road and cross the bridge, but keep going in the opposite direction on the bridge, keeping left until you find the way back to where, you should be able to follow the steps. (You can use the map, see map of the river, you will want to follow the directions on the map and use your head.)

If you"
92,"Considering math constraints and units, using English language, Create a math word problem starting with Aamir had 15 balls ","Considering math constraints and units, using English language, Create a math word problem starting with Aamir had 15 balls  and the answer for each card would be as usual, A,B,C,D,E in the above example. To make them easier, if they contain the number 1, 2, 3, 4 that should be used instead.
You have also to know how to handle the case where 2 and 2 don't contain any of the digits. The best solution for A is to use the letters 1, 4 or 9 with equal amounts of space between them.
For the last example that is an example of creating a puzzle that gives the correct answer after 10 rounds is using numbers as we learned earlier:
Aamir has to think of how 1, 2 and 3 are all letters with same number (1) but each one has 4 digits on it from left, right and middle - all the letters have equal number of them. We already talked about the"
93,"Considering math constraints and units, using English language, Create a math word problem starting with Emiley ran 8.1111 mile ","Considering math constraints and units, using English language, Create a math word problem starting with Emiley ran 8.1111 mile ____ miles, where ____ Mileage = 10,541 Words in English. If we apply the usual algebra on this problem, then this will require you to make the following choices: - Divide Emiley's number by 16 - Make each word ""100%"" in English - Insert _____ and _____ to add together - Multiply each word by the resulting number - Use the number _____ to convert these values to miles in distance - Divide Emiley's number by 6,112 - This yields this example as the answer: 8.1111 mile ____ miles. How does MathWord create a solution for this? MathWord converts emiley's number into a number and then takes that to determine the correct answer. For example, if we want to solve _____, we can do that by doing equation (28) from the chart above. This is what"
94,"Considering math constraints and units, using English language, Create a math word problem starting with Paul bought 6 pieces of chocolate candy ","Considering math constraints and units, using English language, Create a math word problem starting with Paul bought 6 pieces of chocolate candy .............................................................................................................................

Example: ""1 and 3 are right by each other and 1 and 5 are left by the wall.""


This section is for math-oriented and math-oriented problems.

For other kinds of math problems, see the related categories: Math and Related topics"
95,"Considering math constraints and units, using English language, Create a math word problem starting with Bala has 20 apples ","Considering math constraints and units, using English language, Create a math word problem starting with Bala has 20 apples ive played with it, it makes things seem a bit more manageable, but if i have one mistake, i dont think it'll really change things from the math perspective.So i tried to create a more logical language, but i would need to do some extra work while i'm doing this to avoid making anything up.To begin, just to recap, you need 3 units, 2 of each fruit to produce 5 apples and 2 to throw it.Now the only rule of thumb you'll need to know is that apples will go into the apple basket if there are 2 apples and no more, and no other unit to put the apple in.It's also necessary to divide the apples into 2 categories, 1 = apples you didn\'t throw, 2 = more apples you had. For example you can make a simple 2 apple example using the apple on both sides, and have it"
96,"Considering math constraints and units, using English language, Create a math word problem starting with Lexie’s younger brother helped pick up all the paper clips ","Considering math constraints and units, using English language, Create a math word problem starting with Lexie’s younger brother helped pick up all the paper clips ’trying to hold up those paper clips for you’ to help you catch everything. This gave you a list of paperclips and some random words. Once you've picked that up, you can begin creating your solution as you would with English language. You can start writing down words and numbers in English and begin typing them down. If you're creating a real challenge: when you're trying to solve a mathematical problem, try writing some simple words and trying to say them aloud in English. The first sentence you put down can be as simple as a phrase such as ""2x^3"" in a normal voice. You'll begin to get used to it!

While you're working on your math problem for a real challenge, consider using a tutor. Ask a friend, family member, teacher, computer program company"
97,"Considering math constraints and units, using English language, Create a math word problem starting with There are 65 students trying out for the ","Considering math constraints and units, using English language, Create a math word problem starting with There are 65 students trying out for the izakazato, let's name it, in grade 10, to add and subtract 4, using English language, Create a math word problem getting from the question that you've given from this page to this page, here, here, here and here respectively, using English language, Create a math word problem in a way as given on this page using English language, Use math functions, let's call them, using English language, Using English language for unit, Using English language for number of units, Using English language for fraction, Using English language for degree of, Using English language for degree of division, Using English language for integer, Using English language for percentage of, Using English language for percentage of divide, Using English language for square root of, Using English language for power of, Using English language for percent of square root of, Using English language for logar"
98,"Considering math constraints and units, using English language, Create a math word problem starting with Sandy went to the mall to buy clothes . ","Considering math constraints and units, using English language, Create a math word problem starting with Sandy went to the mall to buy clothes .  She's dressed as an elf (not a unicorn ) with the word'sandy' written on it, and the shopping clerk wants to know how many items she has, and to convert them into units.  The clerk points at a shopping cart on display, and Sandy asks someone to look inside, but she then tells the clerk that she doesn't want to look at all, and she gets stuck looking in vain.  She gets stuck because she forgot her pencil and notebook, and ends up having to spend 15 minutes trying to find that thing in the cart. This problem was my favorite of them all!  I was going to have to come up with another problem in the next hour, and I'm going for it!  What do you think? Do you think a math problem can use 'tutorial' as an adjective"
