,prompt,response
40,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 44 years ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 44 years  [/INST]  Sunil is 44 years old and his friend is 18 years less than him. How old is the friend? </s>""  Sunil is 44 years old and his friend is 18 years less than him. How old is the friend? If he is 5 years older than Sunil, how old is the friend? </s>""  </s>"" > Jan 17, 2010 9:00 pm  Sunil is 44 years old and his friend is 18 years less than him. How old is the friend? if the sum of their ages is 45 years? </s>"" </s>"" How old is the friend? if the sum of their ages is 2 years less than 3 years less than 6 years less than 5 years than 7 years. If the total is 55 years, how old is Sunil? </s>"""
41,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Christina just transferred $ 69 out of her ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Christina just transferred $ 69 out of her  [/INST]  Christina just transferred $ 69 out of her bank account and put the rest in a savings account. How much money does Christina have now? </s>"" > </s>"" > </s>"" solved 2 problems using 5 coins and 6 nickels. How much more nickels than coins does Christina have? </s>"" </s>"" > </s>"" solved 2 problems using 5 coins and 6 nickels. How much more nickels than coins does Christina have? If she put all of the money into an old savings account and left the remaining in a savings account, how much money does Christina have now? </s>"" </s>"" > </s>"" solved 3 problems using 5 coins and 6 nickels. How much more nickels than coins does Christina have? If she put all"
42,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jorge scored 156 goals playing soccer ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jorge scored 156 goals playing soccer </s>"" [INST]  Jorge scored 156 goals playing soccer. If Jorge scored 150 goals on soccer, then how many goals did football score? </s>"" [INST]  Jorge scored 156 goals playing soccer. If Jorge scored 150 goals on soccer, then how many goals did football score? How many goals did soccer score? </s>"" How many goals did football score? </s>"" How many goals did football score? How many goals did football score? </s>"" How many goals did football score? How many goals did football score? </s>"" How many goals did football score? How many goals did football score? </s>"" How many goals did football score? </s>"" How many goals did football score? How many goals did football score? How many goals did football score? </s>"" How many goals did"
43,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Robin has 18 pieces of gum. ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Robin has 18 pieces of gum.  [/INST]  Robin has 18 pieces of gum. If all his pieces of gum are equal to 6 sticks of gum, how much gum does Robin have in all? </s>"" > </s>""  Robin has 18 pieces of gum. If all his pieces of gum are equal to 6 sticks of gum, how much gum does Robin have in all? If all of his pieces of gum are equal to 25 sticks of gum, then how much gum does Robin have in all? </s>"" > </s>"" How many sticks of gum does Robin have? How many sticks of gum does he have in all? </s>"" </s>"" How many sticks of gum does he have in all? How many sticks of gum does he have in all? </s>"" } </s>"" How many sticks of gum does he have in"
44,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 91 caps in ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 91 caps in  [/INST]  There are 91 caps in the cupboard and Mahesh took 10 caps out of the cupboard. How many caps are there now? </s>""  There are 91 caps in the cupboard and Mahesh took 10 caps out of the cupboard. How many caps are there now? How many caps were taken out of the cupboard again? </s>"" How many caps are there in all? </s>"" How many caps are there now? </s>"" </s>"" How many caps are there in all? </s>"" How many caps are there in the cupboard? How many caps are there in the table? </s>"" How many caps are there in the cupboard? </s>"" </s>"" How many caps are there in the table? </s>"" How many caps are there in"
45,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Amal written 7 pages ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Amal written 7 pages  [/INST]  Amal written 7 pages and typed 5 pages for an assignment. How much did Amal type than write? </s>"" > </s>"" > </s>""  Amal written 7 pages and typed 5 pages for an assignment. How much did Amal type than write? If he typed 5 pages but typed 7 pages, how much did Amal type than write? </s>"" if he typed 5 pages but typed 7 pages, how much did Amal type than write? </s>"" </s>"" if he typed 5 pages but typed 7 pages, how much did Amal type than write? How much did Amal type than write? </s>"" How much did Amal type than write? How much did Amal type than write? </s>"" </s>"" How much did Amal type than write"
46,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with To fill an order , the factory dyed ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with To fill an order , the factory dyed  [/INST]  To fill an order, the factory dyed  18 shades of purple to dye 5 different blocks of fabric. How many blocks of fabric need to be dyed in 6 different batches? </s>"" > </s>"" > </s>"" > </s>"" > </s>"" )  To fill an order, the factory dyed 18 shades of purple to dye 5 different blocks of fabric. How many blocks of fabric need to be dyed in 6 different batches? How many shades of purple per batch? How many blocks of fabric should a dyeer mix of 16 color pigments for 3 separate batches of 7 different blocks of fabric? </s>"" > </s>"" > </s>"" > ) How many shades of purple per batch? How many blocks of fabric should a dyeer mix of 16 color pigments for 3 separate"
47,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Kamala prepared 126 kavus. If ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Kamala prepared 126 kavus. If  kava is prepared 2 times as much as [/INST]  Kamala prepared 126 kavus. If kava is prepared 2 times as much as pula was prepared, how many kava did pula prepare? </s>""  Kamala prepared 126 kavus. If kava is prepared 2 times as much as pula was prepared, how many kava did pula prepare? How many kava did pula prepare? </s>"" How many kava did samala prepare, if kava is prepared 1 times as much as pula was prepared? </s>"" </s>"" </s>"" How many kava did samala prepare, if kava is prepared 1 times as much as pula was prepared? How many kava did pula prepare? How many kava did samala"
48,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Mary is baking a cake . The ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Mary is baking a cake . The ips [/INST]  Mary is baking a cake. The ips are 9 inches long and 6 inches in diameter. How much cake is baked in each of the 4 pieces? </s>"" > </s>"" > </s>"" </s>"" [INST]  Mary is baking a cake. The ips are 9 inches long and 6 inches in diameter. How much cake is baked in each of the 4 pieces? How much wedge is added if the 4 pieces are 90 inch X 18 inch diameter? </s>"" > </s>"" > </s>"" >  Mary is baking a cake. The 3 parts together are 2 1/2 pound cake layers. How much cake is baked in each piece? </s>"" > </s>"" > </s>"" > How long is the cake if the 4 pieces are 90 inch X"
49,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A piggy bank contains $ 19.75 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A piggy bank contains $ 19.75  [/INST]  A piggy bank contains $ 19.75. A man made $ 1.50 for filling the piggy bank with money. What is the total amount of money in the piggy bank? </s>""  How much money is there in all? </s>"" </s>"" </s>"" { notes } 19 cents total is 76 dollars, how much is the rightmost side? </s>"" </s>"" </s>"" > </s>"" if you sum the sum of all the money in the piggy bank and the rightmost side, you will have 75 dollars total. How much money on the rightmost side? </s>"" </s>"" [INST]  A man made $ 1.50 for filling the piggy bank with money. What is the total amount of money in the"
50,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sally had 13 peaches at her roadside fruit ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sally had 13 peaches at her roadside fruit  [/INST]  Sally had 13 peaches at her roadside fruit apple stand when she got home from work. She has 6 more when she ate all her peaches at her table. How many peaches does she have left? </s>"" > </s>"" > 20. How many peaches does Sally have when she ate all her peaches at her table? </s>"" > 21. How many peaches does Sally have when she ate all her peaches at her table? </s>"" > 22. How many peaches does Sally have when she ate all her peaches at her table? </s>"" > 23. How many peaches does Sally have when she ate all her peaches at her table? </s>"" > 24. How many peaches does Sally have when she ate all her peaches"
51,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 10 cages ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 10 cages  and they [/INST]  There are 10 cages and they all have cages in them. How many cages are there in all? </s>""  There are 10 cages and they all have cages in them. How many cages are there in all? How many cages are there in all? </s>"" How many cages are there in all? How many cages are there in five cages at a time? </s>"" How many cages are there in all? How many cages are there in five cages at a time? </s>"" </s>"" How many cages are there in 5 cages? How many cages are there in total? </s>"" How many cages are there in total? How many cages are there in every cage? </s>"" </s>"" </s>"" How many cages are there in all? How many cages are there in 5"
52,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sehan and Charith own a factory. ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sehan and Charith own a factory.  They make [/INST]  Sehan and Charith own a factory. They make a total of 60 boats. They each have 17 heads. How many heads do they have total? </s>""  Sehan has 2 heads and Charith has 6 heads total. How many more heads does Sehan have than Charith? </s>"" </s>"" How many heads does Sehan have total than Charith? </s>"" </s>"" How many heads does Sehan have total? </s>"" </s>"" How many heads does Sehan have total? </s>"" </s>"" How many heads does Sehan have total? </s>"" </s>"" How many heads does Sehan have total? </s>"" </s>"" How many heads does Sehan have total? </s>"" </s>"" How"
53,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Joe and Ann have 11 oranges ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Joe and Ann have 11 oranges  [/INST]  Joe and Ann have 11 oranges and Jim has 1 less than Ann. How many oranges does Jim have? </s>"" > </s>""  Joe and Ann have 11 oranges and Jim has 1 less than Ann. How many oranges does Jim have? How many oranges does Jim have? </s>"" > How many oranges does Jim have? How many oranges does Jim have? </s>"" </s>"" How many oranges does Jim have? How many oranges does Jim have? </s>"" > How many oranges does Jim have? How many oranges does Jim have? </s>"" </s>"" How many oranges does Jim have? How many oranges does Jim have? </s>"" </s>"" How many oranges does Jim have? How many oranges does Jim have? </s>"" </s>"" How many oranges does Jim have"
54,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ranil is 10 years ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ranil is 10 years  [/INST]  Ranil is 10 years older than Kamal and Nalin is 4 years less than Kamal. How old does Nalin is? </s>""  </s>""  Kamal is 10 years older than Kamal and Nalin is 4 years less than Kamal. How old does Nalin is? How old is Nimal? </s>"" </s>"" )  8 years ago, 3 years ago, 5 years ago, 5 years ago, 4 years ago, 4 years past, 1 years ago, 1 years ago, 9 years ago, 5 years ago The sum of their ages is 56. How old is Kamal? </s>"" </s>"" How old is Nimal? </s>"" </s>"" </s>"" How old is Nimal? </s>"" </s>"" How old is N"
55,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jason has 44 blue and 16 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jason has 44 blue and 16 ips [/INST]  Jason has 44 blue and 16 ips. He lost 4 on Saturday. How many blue does Jason have left? </s>""  </s>""  Jason has 44 blue and 16 ips. He lost 4 on Saturday. How many blue does Jason have left? How many ibs does Jason have left? How many green does Jason have all together? </s>"" How many blue does Jason have all together? How many ibs does Jason have all together? </s>"" </s>"" How many blue does Jason have all together? How many green does Jason have all together? How many ibs does Jason have all together? </s>"" </s>"" How many ibs does Jason have all together? How many green does Jason have all together? How many green does Jason have all together? How many"
56,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sam had 9 accounts in his ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sam had 9 accounts in his  [/INST]  Sam had 9 accounts in his  bank. He opened 6 more accounts that month and his dad banned him from all 6. How many accounts does Sam have now? </s>"" > </s>"" > </s>"" > How many accounts does Sam have now? How many bank accounts does Sam have to his credit? </s>"" > </s>"" > </s>"" > How many banks does he have now? How many accounts does he have to his credit? </s>"" > </s>"" > How many banks does he have to his credit? How many bank accounts does he have to his credit? </s>"" > </s>"" > How many banks did he manage to open? How many banks at all? </s>"" > </s>"" > How many banks did he manage to open? How many"
57,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dan picked 9 grapes ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dan picked 9 grapes  [/INST]  Dan picked 9 grapes and gave Sara 4 of the grapes. How many grapes does Dan have now? </s>"" > </s>"" > </s>"" [INST]  Dan picked 9 grapes and gave Sara 4 of the grapes. How many grapes does Dan have now? How many grapes does Dan have to start with? </s>""  If Sam has 26 grapes and Dan has 8 fewer grapes than Sara, how many grapes does Dan have? </s>"" </s>"" How many grapes does Dan have to start with? </s>"" </s>"" How many grapes does Dan have to start with? </s>"" How many grapes does Dan have to start with? </s>"" How many grapes does Dan have to start with? </s>"" How many grapes does Dan have to start with? </s>"" How many grapes"
58,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Joan found 6 seashells and ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Joan found 6 seashells and  [/INST]  Joan found 6 seashells and  Joan found 2 seashells and Jack Mclean found 10 seashells but didn't use them. How many seashells did Jack use? </s>"" > </s>"" > </s>"" How many seashells did Jack Mclean find but didn't use them? How many seashells did Jack use? How many seashells did Joan find? </s>"" </s>"" </s>"" How many seashells did Jack Mclean find but didn't use them? How many seashells did Joan find? </s>"" > </s>"" How many seashells did Joan find but didn't use them? How many seashells did Jack Mclean find? </s>"" </s>"" How many seashells did Jack Mclean"
59,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jose starts with 7 bottle ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jose starts with 7 bottle ips [/INST]  Jose starts with 7 bottle ips and later drinks 5 of Jose's ips. How many bottles does Jose end with? </s>"" > </s>""  Jose starts with 7 bottle ips and later drinks 5 of Jose's ips. How many bottles does Jose end with? How many total bottles does he drink? </s>"" </s>"" > </s>""  How many bottles does Jose end with? How many total bottles does he drink? How many total tap glasses does Jose get? </s>"" </s>"" </s>"" How many bottles does Jose end with? How many total tap glasses does Jose get? How many total tap glasses does Jose get? How many total glasses does Jose get? How many total bottles does Jose drink? How many total cups does he drink? </s>"" </"
60,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with You have 7 balloons, and ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with You have 7 balloons, and  [/INST]  You have 7 balloons, and you want 13 more balloons. How many balloons do you need? </s>"" > </s>""  You have 7 balloons, and you want 13 more balloons. How many balloons do you need? How many balloons do you have? How many balloons do you need? How many balloons are needed to make 12 balloons? </s>"" How many balloons do you have? How many balloons do you need? How many balloons do you need? How many balloons are needed to make 18 balloons? </s>"" </s>"" </s>"" How many balloons do you have? How many balloons do you need? How many balloons do you need? How many balloons are needed to Make 32 balloons? </s>"" How many balloons do you need? How many balloons do you need? How many balloons at"
61,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 20 years ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 20 years  [/INST]  Sunil is 20 years old and his friend is 3 years older than him. How old is the friend? </s>""  Sunil is 20 years old and his friend is 3 years older than him. How old is the friend? How old is Sunil 3 years ago? </s>""  </s>"" How old is Sunil 3 years ago? How old is his friend? And how many years ago was Sunil 3 years ago? </s>"" </s>"" How old is his friend? And how many years ago was all of them together? </s>"" </s>"" How old is the present Sunil? </s>"" </s>"" How old is the present Sunil? How old is his friend? And how many years ago was all of them together? </s>"" </s>"" How"
62,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 200 heads on a ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 200 heads on a  [/INST]  There are 200 heads on a poster. There are 7 heads on 3 posters. How many heads can you make in 36 posters? </s>""  </s>"" How many heads can you make in 36 posters? </s>"" </s>"" How many heads can you make in 36 posters? </s>"" </s>"" How many heads can you make in 3 days? </s>"" </s>"" How many heads can you make in 3 days? </s>"" </s>"" How many heads can you make in 5 days? </s>"" </s>"" How many heads can you make in 5 days? </s>"" </s>"" </s>"" How many heads can you make in 3 days? </s>"" </s>"" There are 2,400 heads on a poster. How many heads can you make in"
63,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 books ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 books  [/INST]  Bill has 9 books and Jim has 6 fewer books than Bill. How many books does Jim have? </s>"" Problem setup: How many books does Jim have? </s>""  Bill has 9 books and Jim has 6 fewer books than Bill. How many books does Jim have? Bill has 5 times more books than Jim? How many books does Jim have? </s>"" How many books does Jim have? Bill has 5 times more books than Jim? How many books does Jim have? How many books does Jim have? </s>"" How many books does Jim have? Bill has 4 times more books than Jim? How many books does Jim have? How many books does Jim have? </s>"" How many books does Jim have? Bill has 4 times more books than Jim? How many books does Jim have? </s"
64,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 marbles ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bill has 9 marbles  [/INST]  Bill has 9 marbles and Jim has 6 fewer marbles than Bill. How many marbles does Jim have? </s>"" > </s>""  Bill has 9 marbles and Jim has 6 fewer marbles than Bill. How many marbles does Jim have? If Bill has 8 times as many marbles as Jim, how many marbles does Jim have? </s>"" > </s>"" if kim has 7 times as many marbles as Bill how many marbles does Jim have? </s>"" if jim has 7 times as many marbles as Bill how many marbles does Jim have? </s>"" How many marbles does Jim have? </s>"" How many marbles does Jim have? </s>"" How many marbles does Bill have? </s>"" </s>"" How many mar"
65,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with How many liter of pure hydrochloric acid must ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with How many liter of pure hydrochloric acid must ilt [/INST]  How many liter of pure hydrochloric acid must ilt be dissolved in 45 grams of pure water? </s>"" >  How many liters of pure hydrochloric acid should be dissolved in 125 grams of pure water? </s>"" > </s>"" > How many liters of pure hydrochloric acid should be dissolved in 25 grams of pure water? </s>"" > </s>""  How many grams of pure water should be used for 150 grams of pure water? </s>"" > </s>"" How many grams of pure water should be used for 200 grams of pure water? </s>"" How many grams of pure water should be used for 250 grams of pure water? </s>"" How many grams of pure water should be used for 300 grams of pure water? </"
66,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Linda has 34 candies. ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Linda has 34 candies.  [/INST]  Linda has 34 candies. She eats 25 of them. How much candies does Linda have? </s>"" > </s>"" > </s>"" How much candies does Linda have? How much does Linda eat? How much does Linda have in all? </s>"" > </s>"" How much does Linda have in all? How much is left? </s>"" </s>"" How much is left? </s>"" how many candies does Linda have in all? How many candies are left? </s>"" </s>"" How much candies does Linda have? How much is left? </s>"" </s>"" How much is left? </s>"" </s>"" How much candies does Linda have? How much does Linda eat? How much does Linda have in all? </s>"""
67,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The car has 13 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The car has 13 utes [/INST]  The car has 13 utes and the passenger has 10 lessutes than the driver. How many utes does the passenger have? </s>"" utes? </s>"" </s>"" utes? </s>"" </s>"" How many utes does the passenger have? How many utes does he have? </s>"" </s>"" </s>"" How many utes does the driver have? </s>"" </s>"" How many utes does the passenger have? How many utes does he have? </s>"" </s>"" </s>"" How many utes does the driver have? </s>"" </s>"" How many utes does the passenger have? How many utes does he have? </s>"" </s>"" How many utes does the driver have? </s>"" </s"
68,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Greg and Sharon own neighboring cornfields. Greg ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Greg and Sharon own neighboring cornfields. Greg ics a 1.25 acre [/INST]  Greg and Sharon own neighboring cornfields. Greg ics a 1.25 acre and Sharon ics a 1.25 acre. How much more acre s Greg than Sharon did? </s>"" </s>"" > </s>"" > </s>"" >  Greg and Sharon own neighboring cornfields. Greg ics a 1.25 acre and Sharon ics a 1.25 acre. How much more acre s Greg than Sharon did? How much more acre did Greg gain than Sharon? </s>"" </s>"" > </s>""  Greg and Sharon own neighboring cornfields. Greg and Sharon combined to 9.56 million acres in 2007. How much more acre s than Sharon did? </s>"" </s>"" </s>"" </s>"" How much more acre s"
69,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Shan is 18 years ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Shan is 18 years  [/INST]  Shan is 18 years old and his friend is 5 years older than him. How old is the friend? </s>""  Shan is 18 years old and his friend is 5 years older than him. How old is the friend? How old is Shan? </s>"" 2007 : How old is Shan? </s>"" 2007 "" Shan is 18 years ago and his friend is 5 years earlier than him. How old is Shan now? </s>"" 2007 "" Shan is 18 years ago and his friend is 5 years later than him. How old is Shan? </s>"" 2007 "" Shan is 18 years ago and his friend is 5 years earlier than him. How old is Shan now? </s>"" 2007 "" Shan is 18 years ago and his friend is 5 years later than him. How old is Shan? </s>"" 2007"
70,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with you want to mix a 30 % solution ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with you want to mix a 30 % solution ____ [/INST]  you want to mix a 30 % solution of 3 grams of coca powder with 5 % solution of coca coffee. And how many grams of coca coffee is needed to mix 2.0 litre of mixed solution? </s>"" > </s>"" > </s>"" >  you want to mix a 30 % solution of 3 grams of coca powder with 5 % solution of coca coffee. And how many grams of coca coffee is needed to mix 2.0 litre of mixed solution?. And how many grams of coca coffee is needed to mix 2.0 litre of mixed solution? If you pour 5 litre of coca solution into the mixing bucket, how many grams of coca coffee will emerge at the end of the solution trial? </s>"" > </"
71,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Mike and Sandi put 12 dimes ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Mike and Sandi put 12 dimes  [/INST]  Mike and Sandi put 12 dimes into a piggy bank and Mike put in 6 dimes. How many dimes did Sandi put in? </s>"" > </s>"" > </s>"" if Mike put in 7 dimes and Sandi put in 4 dimes how many dimes did Mike have left? </s>"" How many dimes did Sandi put in? </s>"" </s>"" </s>"" solved Solving the math word problem started with Mike and Sandi put in 6 dimes if Mike put in 15 dimes and Sandi put in 19 dimes? How many dimes did Sandi have left? </s>"" </s>"" solved problem solved using math word problem starting with Mike put in 7 dimes if Sandi put in 19 dimes? How"
72,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 11 parrots ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with There are 11 parrots  [/INST]  There are 11 parrots  There are 11 parrots and 7 pigeons in a cage. How many birds are in the cage? </s>""  How many birds are in the cage? </s>"" </s>"" How many birds are in the cage? </s>"" </s>"" How many birds are in the cage? </s>"" </s>"" How many birds are in the cage? </s>"" </s>"" How many birds are in the cage? </s>"" </s>"" </s>"" How many birds are in the cage? </s>"" } </s>"" How many birds are in the cage? </s>"" </s>"" 111 birds are in the cage. How many are in all? </s>"" </s>"" How many birds are in the cage? </s>"" </s>"""
73,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Amal and Vimal running a car ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Amal and Vimal running a car  Amal and Vimal running a car and the car ran 45 miles. Vimal stopped the car and took 20 [/INST]  Amal and Vimal running a car and the car ran 45 miles. Vimal stopped the car and took 20 miles to a shop and Amal ran 55 miles. How many miles did Vimal run? </s>"" > </s>"" </s>"" > </s>""  Amal and Vimal running a car and the car ran 45 miles. Amal stopped the car and took 20 miles to a shop and Vimal ran 55 miles. How many miles did Vimal run? how many more miles did Amal stop the car than Vimal? </s>"" </s>"" How many miles did Vimal stop the car than Vimal? how many miles did Amal stop the"
74,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Amal bought 12 tickets ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Amal bought 12 tickets  [/INST]  Amal bought 12 tickets and gave Nimal 2 of the tickets. How many tickets does Amal have now? </s>"" > </s>""  Amal bought 12 tickets and gave Nimal 2 of the tickets. How many tickets does Amal have now? Does Amal have 40 tickets now? How many tickets does Nimal have now? </s>"" How many tickets does Amal have now? How many tickets does Nimal have now? </s>"" How many tickets does Amal have now? How many tickets does Nimal have now? </s>"" How many tickets does Amal have now? How many tickets does Nimal have now? </s>"" How many tickets does Amal have now? </s>"" What is the total number of tickets that Amal has now? </s>"" </"
75,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used _____ [/INST]  Dina made cookies and she used _____ 40 crumbs and 33 pecans. How much more pecans than crumbs did Dina use? </s>"" > </s>"" > </s>"" > How much more pecans than crumbs did Dina use? How much did Dina use if she used 45 crumbs and 40 pecans? </s>"" > </s>"" > </s>"" How much more pecans than crumbs did Dina use if she used 45 crumbs and 40 pecans? How much more crumbs did Dina use if she used 45 crumbs and 40 pecans? </s>"" > </s>"" How much did Dina use if she used 45 crumbs and 40 pecans? How much more crumbs"
76,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Eight years ago , Hold was 7 times older ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Eight years ago , Hold was 7 times older  [/INST]  Eight years ago, Hold was 7 times older than Susan. Three years later, Hold was 7 times older than Susan. How old is Hold now? </s>"", ""Times Square is 6 times smaller than the present. How old is Susan? </s>"", ""If they are both 60, how old is Hold? </s>"" > </s>"", ""If they are two times twice as old, how old is Susan? </s>"", ""If they are twice as old as each other, how old is Hold? </s>"",""How old are they now? </s>"", ""If they are four times as old as each other, how old is Susan? </s>"", ""Three years ago, Hold was twice as old as Susan. How old are they now"
77,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Dina made cookies and she used นนนนนน้น. [/INST]  Dina made cookies and she used นนนนนนน. 7 ounces of flour and 3 ounces of sugar. How much more flour than sugar did Dina use? </s>"" </s>"" > </s>"" > How much more flour than sugar did Dina use? </s>"" </s>"" > How much more flour than sugar did Dina use? </s>"" </s>"" > How much more flour than sugar did Dina use? </s>"" </s>"" > How much more flour than sugar did Dina use? </s>"" </s>"" </s>"" How much more flour than sugar did Dina use? </s>"" > How much more"
78,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Teresa jogs at 5 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Teresa jogs at 5  miles [/INST]  Teresa jogs at 5 miles an hour. How far is Teresa in 3 hours? </s>""  </s>""  Teresa jogs at 5 miles an hour. How far is Teresa in 3 hours? If she jogs 5 times an hour, how far is the end point? </s>"" </s>"" How far is Teresa in 3 hours? If she jogs 5 times an hour, how far is the end point? If the 5 hour jogging event is repeated 5 times, how far is the end point? </s>"" </s>"" How far is Teresa in 3 hours? If she jogs 5 times an hour, how far is the end point? How long does it take for Teresa to jog the 5 miles? </s>"" </s>"" </s>"" How far is Teresa in 3"
79,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with vimaala and Nimala collected 40 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with vimaala and Nimala collected 40 urns [/INST]  vimaala and Nimala collected 40 urns and gave Mala to vimaala. How many urns does Nimala have now? </s>"" </s>"" > </s>"" > Sunil took 25 urns and gave Mala to vimaala. How many urns does vimaala have now? </s>"" </s>"" > </s>"" How many urns does vimaala have now? Sunil took 25 urns and gave Mala to vimaala. How many urns does vimaala have now? </s>"" </s>""  vimaala has 20 urns and Nimala has 6 more urns than vimaala? </s>"" </s>"" </s"
80,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Daniel picked 100 limes ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Daniel picked 100 limes  [/INST]  Daniel picked 100 limes and gave Sara 18 of the limes. How many limes does Daniel have now? </s>"" > </s>"" > </s>""  Daniel picked 100 limes and gave Sara 18 of the limes. How many limes does Daniel have now? It takes him 2 hours to pick a new batch of limes. How many limes does Sara have now? </s>"" > </s>"" How many limes does Daniel have now? It takes him 2 hours to pick a new batch of limes. How many limes does Sara have now? How often do they pick limes together? </s>"" </s>"" How many limes does Daniel have now? It takes him 2 hours to pick a new batch of limes. How often do they pick limes together"
